ensembl_id,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1
ENSG00000030066,861,2334,2911,2644,1824,587,2068,2876
ENSG00000030110,151,490,574,709,349,127,452,462
ENSG00000030304,1,10,10,4,0,0,1,9
ENSG00000030419,89,204,215,226,455,148,221,253
ENSG00000030582,1051,1748,1988,2279,5688,2345,3044,1503
ENSG00000031003,221,2259,3042,2568,1159,355,639,2389
ENSG00000031081,393,60,51,42,944,280,1101,36
ENSG00000031691,182,412,546,418,517,203,502,462
ENSG00000031698,1083,8061,8721,16401,2743,909,3113,10505
ENSG00000031823,683,2679,3301,3113,1528,509,1840,2396
ENSG00000032219,390,1815,1912,1499,1482,395,1036,1438
ENSG00000032389,92,393,478,813,171,49,199,555
ENSG00000032444,382,1527,1801,1652,1184,408,974,1004
ENSG00000032742,157,860,968,1063,504,172,484,1087
ENSG00000033011,193,670,871,1410,312,94,486,1035
ENSG00000033030,204,1197,1408,1825,475,152,579,1533
ENSG00000033050,138,557,715,941,207,77,336,569
ENSG00000033100,153,570,739,842,469,201,401,398
ENSG00000033122,2,106,127,68,3,2,3,53
ENSG00000033170,2398,745,790,905,5067,1642,6689,767
ENSG00000033178,1701,4365,5073,3848,7786,2564,4729,4089
ENSG00000033327,63,230,208,141,105,38,132,100
ENSG00000033627,5,2572,3062,3355,3,6,10,2606
ENSG00000033800,639,4416,5096,2595,2006,647,1983,2326
ENSG00000033867,802,3422,4097,2838,1966,705,2316,2987
ENSG00000034053,180,1465,1743,1753,425,110,403,1187
ENSG00000034152,105,821,1029,2611,132,41,234,1591
ENSG00000034239,6,0,0,0,8,1,10,0
ENSG00000034510,5977,11066,12720,7495,18082,6739,14369,4285
ENSG00000034533,95,338,420,611,272,94,320,622
ENSG00000034677,571,2065,2230,1959,2693,809,1634,1729
ENSG00000034693,205,1685,1957,1210,695,239,586,1090
ENSG00000034713,241,1769,2226,2531,627,249,517,1974
ENSG00000034971,0,0,1,0,0,0,0,0
ENSG00000035115,51,723,882,576,123,53,122,631
ENSG00000035141,815,3026,3753,4335,2334,656,2185,3644
ENSG00000035403,9833,6307,7492,7835,25680,9322,26080,7182
ENSG00000035499,379,952,1011,1055,1028,352,965,892
ENSG00000035664,8,132,115,259,47,9,49,129
ENSG00000035681,179,2407,2759,2851,606,144,605,2353
ENSG00000035687,598,2332,2800,2768,1510,438,1595,2631
ENSG00000035720,0,11,14,1,0,0,0,0
ENSG00000035862,596,2336,2311,2262,1858,595,1806,1735
ENSG00000035928,366,7855,9120,8757,1497,351,1031,8933
ENSG00000036054,651,1493,1849,1561,2280,824,1701,1554
ENSG00000036257,703,3163,3720,3718,2007,642,1962,3365
ENSG00000036448,0,129,166,151,1,0,0,141
ENSG00000036473,0,0,0,0,3,1,1,0
ENSG00000036530,3,260,267,183,15,3,24,152
ENSG00000036549,829,3421,4130,3947,2414,773,2450,3852
ENSG00000036565,0,0,0,0,0,0,0,0
ENSG00000036672,60,292,313,261,74,30,126,225
ENSG00000036828,0,3,12,3,0,0,0,1
ENSG00000037042,77,1454,1411,1093,122,62,177,828
ENSG00000037241,168,1062,1263,1699,362,108,484,1426
ENSG00000037280,10,88,95,234,18,6,26,170
ENSG00000037474,190,6491,8016,7273,507,149,574,6840
ENSG00000037637,160,960,1100,998,753,258,455,683
ENSG00000037749,216,1640,2048,1708,617,195,484,1675
ENSG00000037757,322,683,843,1047,607,219,809,776
ENSG00000037897,120,514,642,1290,132,50,328,1060
ENSG00000037965,69,21,27,8,107,39,231,7
ENSG00000038002,255,1080,1098,1695,887,312,733,1359
ENSG00000038210,78,3900,4637,3156,317,92,226,3328
ENSG00000038219,200,4252,4636,3552,638,187,588,3615
ENSG00000038274,130,1477,1711,1661,249,77,310,1537
ENSG00000038295,58,411,401,368,110,32,140,398
ENSG00000038358,319,1841,2088,1953,655,254,884,1619
ENSG00000038382,523,3872,4524,2330,2141,663,1455,2018
ENSG00000038427,525,4,0,0,2113,659,1509,1
ENSG00000038532,128,1745,1972,1648,301,118,347,1309
ENSG00000038945,0,4,4,5,0,0,0,6
ENSG00000039068,58,31727,37187,37533,306,100,162,32339
ENSG00000039123,538,3387,3811,4597,1572,488,1560,4229
ENSG00000039139,76,985,1101,1075,142,55,213,985
ENSG00000039319,422,3461,4258,3348,1622,468,1213,3582
ENSG00000039523,238,6291,6944,7856,1020,340,745,5570
ENSG00000039537,0,1,4,5,0,0,0,2
ENSG00000039560,3529,1309,1452,2262,10473,3673,9667,1972
ENSG00000039600,2,0,0,0,3,0,9,0
ENSG00000039650,149,1277,1454,1244,276,110,322,981
ENSG00000039987,0,3,4,2,3,0,4,6
ENSG00000040199,475,1083,1331,922,1111,401,1270,947
ENSG00000040275,605,1905,2405,2215,1681,514,1592,2194
ENSG00000040341,824,2391,2585,2805,1957,744,2179,2467
ENSG00000040487,127,189,195,228,282,104,336,134
ENSG00000040531,70,415,476,591,102,39,161,407
ENSG00000040608,77,126,114,234,160,71,192,125
ENSG00000040633,458,3084,3717,4051,1135,385,1253,3043
ENSG00000040731,2,0,0,0,4,1,4,1
ENSG00000040933,193,892,950,1102,452,132,498,946
ENSG00000041353,551,354,460,1267,1470,460,1549,1434
ENSG00000041357,640,8069,9562,11675,1738,587,1685,9234
ENSG00000041515,1,4,0,1,3,2,2,4
ENSG00000041802,237,2764,3311,3010,435,125,695,2892
ENSG00000041880,37,2344,2428,1598,91,45,121,1234
ENSG00000041982,365,265,388,30,890,268,981,25
ENSG00000041988,172,540,525,694,284,109,445,453
ENSG00000042062,0,0,0,6,0,0,1,4
ENSG00000042088,279,1205,1491,1408,771,268,756,1126
ENSG00000042286,164,132,146,130,309,104,384,99
ENSG00000042304,0,0,0,0,1,0,0,0
ENSG00000042317,76,567,637,719,194,81,235,591
ENSG00000042429,67,125,174,166,140,50,177,106
ENSG00000042445,249,2059,2227,2819,727,257,821,2325
ENSG00000042493,257,48,59,19,547,223,621,19
ENSG00000042753,486,1605,1924,2769,1121,431,1241,2016
ENSG00000042781,7,5,12,18,21,6,13,21
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,4,35,53,19,7,2,15,19
ENSG00000042980,14,348,516,46,46,15,52,55
ENSG00000043039,1,241,234,32,46,26,25,29
ENSG00000043093,575,3346,3679,4254,1940,588,1661,4284
ENSG00000043143,271,362,459,416,612,172,755,295
ENSG00000043355,39,817,909,1182,115,45,124,1103
ENSG00000043462,0,10,7,41,1,0,1,33
ENSG00000043514,95,1602,2013,1762,253,76,271,1534
ENSG00000043591,5,28,33,47,17,11,13,40
ENSG00000044012,0,0,0,1,0,0,0,0
ENSG00000044090,100,1083,1137,1200,247,101,270,829
ENSG00000044115,4,17391,19825,15419,4,1,12,13586
ENSG00000044446,473,949,1177,1407,1161,481,1282,1330
ENSG00000044459,175,1421,1611,1425,451,144,467,1562
ENSG00000044524,18,977,1014,1070,491,187,74,1073
ENSG00000044574,1320,38639,50996,49035,4234,1507,3706,47746
ENSG00000046604,1552,13598,15772,9468,5357,1967,4407,9179
ENSG00000046647,159,556,639,745,242,111,357,560
ENSG00000046651,477,1025,1082,1187,1363,518,1254,1150
ENSG00000046653,18,49,65,108,42,12,57,98
ENSG00000046774,0,265,292,416,0,0,0,272
ENSG00000046889,36,45,33,63,45,17,107,60
ENSG00000047056,57,760,885,1012,151,61,157,844
ENSG00000047188,610,5291,6385,5805,1531,497,1797,5896
ENSG00000047230,757,1318,1573,1763,1399,543,1851,1667
ENSG00000047249,80,1533,1621,1629,219,62,196,1163
ENSG00000047315,2618,10019,11978,10600,7797,2411,6747,9864
ENSG00000047346,55,2574,3172,3826,174,60,143,3855
ENSG00000047365,126,365,481,548,342,78,410,471
ENSG00000047410,550,10172,11454,10329,1466,489,1596,10354
ENSG00000047457,0,120,154,263,8,3,2,256
ENSG00000047578,187,1901,2159,2159,379,141,429,1915
ENSG00000047579,19,329,325,573,24,23,65,448
ENSG00000047597,286,0,0,0,567,185,726,0
ENSG00000047617,3,17,36,29,7,1,12,17
ENSG00000047621,279,737,947,1420,718,238,683,1339
ENSG00000047634,965,4345,4735,4087,2132,726,2688,3980
ENSG00000047644,271,1183,1336,2533,556,183,865,1945
ENSG00000047648,369,9997,10595,3690,1051,363,1043,3484
ENSG00000047662,9,16,21,175,11,5,19,134
ENSG00000047849,1425,12819,14695,15512,6922,2361,3986,13209
ENSG00000047932,165,2098,2408,2573,397,127,432,2288
ENSG00000047936,3,0,1,0,17,6,6,1
ENSG00000048028,362,2406,2514,1201,1558,479,1087,1083
ENSG00000048052,333,1,4,2,846,314,909,3
ENSG00000048140,368,1454,1701,2047,789,285,886,1310
ENSG00000048162,346,1292,1772,2423,485,166,861,1893
ENSG00000048342,87,424,494,961,153,46,232,696
ENSG00000048392,590,8350,8648,4491,1224,411,1518,4393
ENSG00000048405,288,1122,1349,1262,940,317,857,1309
ENSG00000048462,0,0,1,0,2,1,1,0
ENSG00000048471,56,657,789,851,260,82,176,656
ENSG00000048540,3,0,1,0,3,1,8,1
ENSG00000048544,806,1711,1824,2132,1760,612,2177,1991
ENSG00000048545,0,0,0,0,0,0,0,0
ENSG00000048649,279,4007,4514,3876,992,332,876,3825
ENSG00000048707,753,3712,3913,2768,2547,855,1963,2606
ENSG00000048740,103,4,9,2,174,59,297,1
ENSG00000048828,1283,8256,8867,15395,3882,1394,3743,11295
ENSG00000048991,718,4457,4847,5847,2136,677,2169,4813
ENSG00000049089,5,165,173,348,14,6,12,269
ENSG00000049130,49,66,103,166,105,35,159,137
ENSG00000049167,62,365,455,460,163,61,184,372
ENSG00000049192,25,15,22,4,121,47,62,7
ENSG00000049239,74,1805,1976,2404,166,66,222,1805
ENSG00000049245,741,3057,3746,4361,2564,867,2288,3338
ENSG00000049246,117,1363,1498,1148,161,61,307,1093
ENSG00000049247,0,0,1,0,1,1,0,2
ENSG00000049249,178,1,5,13,464,161,432,27
ENSG00000049283,9,1938,2473,2446,26,7,34,1799
ENSG00000049323,1693,278,258,310,4621,1549,4544,226
ENSG00000049449,641,3349,3822,4546,2176,688,1982,4254
ENSG00000049540,0,34,27,44,2,0,1,19
ENSG00000049541,180,1286,1553,2068,337,120,466,1776
ENSG00000049618,589,2819,3232,3282,1612,572,1630,2826
ENSG00000049656,433,2131,2552,3799,848,318,1045,2641
ENSG00000049759,1328,17176,19836,11932,4315,1445,3707,10192
ENSG00000049768,3,53,59,234,1,1,4,175
ENSG00000049769,16,405,537,279,38,17,59,178
ENSG00000049860,406,3217,3605,6011,1208,357,1035,4970
ENSG00000049883,199,1658,2012,2720,394,134,534,2436
ENSG00000050030,3,621,721,215,4,2,6,224
ENSG00000050130,1074,2137,2521,2273,3395,1175,2761,2328
ENSG00000050165,10,0,1,5,6,3,12,3
ENSG00000050327,41,281,316,337,85,26,95,222
ENSG00000050344,2449,593,670,807,5888,2025,6555,770
ENSG00000050393,410,1988,2083,2643,868,312,1127,2227
ENSG00000050405,1659,2218,2691,2706,5010,1437,4381,2249
ENSG00000050426,128,988,1171,2149,178,69,295,1657
ENSG00000050438,232,14,7,27,598,187,646,3
ENSG00000050555,23,50,39,84,56,37,62,38
ENSG00000050628,1,20,26,5,8,0,4,6
ENSG00000050730,7,0,0,0,5,7,12,0
ENSG00000050748,337,2816,3214,3163,851,334,1066,2657
ENSG00000050767,0,33,24,41,1,1,3,24
ENSG00000050820,397,2560,2993,3064,1065,413,1002,2413
ENSG00000051009,162,1042,1189,1633,342,127,372,1311
ENSG00000051108,364,3333,4063,5277,1345,453,1052,4444
ENSG00000051128,16,502,537,486,42,13,51,341
ENSG00000051180,153,356,410,615,322,106,336,609
ENSG00000051341,276,3090,3777,2456,867,220,868,2690
ENSG00000051382,355,2400,2879,3958,1037,323,913,3549
ENSG00000051523,1,0,2,3,0,0,1,1
ENSG00000051596,35,193,195,276,67,23,69,181
ENSG00000051620,508,7712,9091,6802,1924,577,1356,6111
ENSG00000051825,635,3646,4526,5084,1731,555,1797,5246
ENSG00000052126,491,1814,2048,1986,1462,469,1309,1831
ENSG00000052344,7,3054,3144,4918,11,3,21,3127
ENSG00000052723,1019,3492,3994,3399,2570,932,2784,3339
ENSG00000052749,163,1393,1714,2450,159,71,423,1574
ENSG00000052795,181,1406,1548,1144,678,249,524,980
ENSG00000052802,793,1557,1774,2359,2372,925,1975,1744
ENSG00000052841,656,3834,4202,4385,1889,642,1828,4106
ENSG00000052850,80,151,138,271,101,46,184,167
ENSG00000053108,2,24,11,25,3,3,5,2
ENSG00000053254,452,2287,2592,2097,1861,548,1272,1847
ENSG00000053328,0,0,0,0,0,0,1,0
ENSG00000053371,256,673,723,1415,574,232,631,867
ENSG00000053372,622,617,725,1211,891,344,1449,897
ENSG00000053438,0,1,0,0,0,0,0,0
ENSG00000053501,21,518,560,865,30,10,59,688
ENSG00000053524,32,43,50,52,177,68,103,38
ENSG00000053702,0,0,0,0,0,0,0,0
ENSG00000053747,1428,5774,6729,11417,8029,3351,4007,10588
ENSG00000053770,548,2028,2344,2246,1626,465,1465,2113
ENSG00000053900,185,1359,1667,1609,453,172,492,1657
ENSG00000053918,4,181,205,153,13,11,15,111
ENSG00000054116,181,1820,2031,2599,400,113,451,1838
ENSG00000054118,210,17212,19760,19507,495,135,538,16934
ENSG00000054148,336,1795,1871,2641,657,267,677,1697
ENSG00000054179,1,741,678,428,5,7,4,239
ENSG00000054219,0,0,0,0,0,0,0,1
ENSG00000054267,169,5200,6095,4000,592,206,454,4292
ENSG00000054277,226,83,52,31,932,300,599,32
ENSG00000054282,408,1788,2103,2457,1006,351,1182,2010
ENSG00000054356,1,165,148,12,34,15,3,10
ENSG00000054392,68,165,160,253,144,52,177,138
ENSG00000054523,683,5126,6187,5451,2049,648,1790,5076
ENSG00000054598,200,40,35,46,646,200,546,45
ENSG00000054611,97,656,615,899,336,133,266,593
ENSG00000054654,439,2351,2687,3031,1138,377,1311,2979
ENSG00000054690,123,2289,2481,3158,398,120,360,2911
ENSG00000054793,150,2759,3147,3445,270,88,428,3118
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,0,1,1,0,2,0,1,0
ENSG00000054965,590,3394,3752,2749,2504,920,1770,2322
ENSG00000054967,118,262,261,164,273,112,243,110
ENSG00000054983,0,0,0,0,0,0,0,1
ENSG00000055044,1495,8098,10221,14289,3599,1150,4124,14461
ENSG00000055070,849,4496,5265,5572,1727,627,2170,4421
ENSG00000055118,29,298,290,193,37,10,58,100
ENSG00000055130,621,3461,4264,3423,2000,549,1634,3336
ENSG00000055147,194,1667,1950,2719,554,184,647,2389
ENSG00000055163,88,3775,3936,4266,147,54,260,3058
ENSG00000055208,846,4964,5336,3895,3266,1001,2424,3749
ENSG00000055211,337,1218,1513,1611,902,316,843,1450
ENSG00000055332,577,4023,4897,5414,1106,375,1796,5385
ENSG00000055483,366,2446,2573,2507,703,264,1015,2008
ENSG00000055609,606,8609,10145,5973,3087,980,1744,5360
ENSG00000055732,142,2,3,3,237,86,350,3
ENSG00000055813,3,169,161,21,8,0,5,17
ENSG00000055917,760,6010,6971,6120,2380,762,2213,5981
ENSG00000055950,418,900,1038,1326,868,290,1005,926
ENSG00000055955,0,8,10,21,1,3,5,19
ENSG00000055957,0,0,1,1,0,0,0,3
ENSG00000056050,148,1158,1300,2402,274,99,320,1934
ENSG00000056097,2449,9861,11543,9131,6812,2194,7265,8401
ENSG00000056277,119,607,674,505,256,103,383,535
ENSG00000056291,0,0,0,0,1,1,2,1
ENSG00000056487,6,15,36,24,8,4,18,9
ENSG00000056558,67,4,10,19,87,31,120,32
ENSG00000056586,1222,5204,6430,5536,3418,1154,3219,4975
ENSG00000056736,34,1424,1525,1008,50,10,108,1111
ENSG00000056972,182,627,740,888,341,114,448,734
ENSG00000056998,79,253,296,369,125,43,191,258
ENSG00000057019,15237,268,353,456,49048,16124,44097,450
ENSG00000057149,7,0,0,0,5,1,16,0
ENSG00000057252,255,1570,1954,1780,781,227,750,1732
ENSG00000057294,40,807,981,662,173,45,100,551
ENSG00000057468,7,31,28,41,14,1,16,52
ENSG00000057593,0,8,22,16,0,0,0,7
ENSG00000057608,605,12199,15389,16725,1656,470,1527,17062
ENSG00000057657,17,55,55,20,177,67,47,22
ENSG00000057663,414,1909,2049,1605,1615,557,1146,1724
ENSG00000057704,117,101,133,101,441,127,330,73
ENSG00000057757,238,1544,2019,1810,587,232,592,1519
ENSG00000057935,252,2470,2785,2973,733,239,701,2459
ENSG00000058056,319,901,1042,1604,541,194,942,1676
ENSG00000058063,843,7106,8122,6830,2950,1069,2498,7431
ENSG00000058085,1107,6,14,3,3199,1124,2902,7
ENSG00000058091,325,2300,2635,1577,1222,393,891,1562
ENSG00000058262,1698,15355,17280,20924,4617,1551,4362,15761
ENSG00000058272,321,5850,6900,5598,971,294,1013,5589
ENSG00000058335,0,241,248,17,2,2,3,12
ENSG00000058404,8,847,892,1494,6,3,19,915
ENSG00000058453,5,391,402,594,4,4,21,319
ENSG00000058600,187,1356,1675,2293,296,106,489,1845
ENSG00000058668,1719,5514,6195,4232,7206,2591,4793,4224
ENSG00000058673,4,39,30,13,7,5,5,15
ENSG00000058729,388,1209,1517,1908,909,256,980,1665
ENSG00000058799,231,1262,1495,2088,593,232,590,1653
ENSG00000058804,1492,4654,4862,5144,4437,1549,4274,4581
ENSG00000058866,165,1,1,10,596,247,441,8
ENSG00000059122,66,725,776,1255,95,35,187,825
ENSG00000059145,149,1453,1576,2530,264,112,332,1682
ENSG00000059377,39,224,250,335,89,26,145,254
ENSG00000059378,207,1008,1229,1599,343,134,532,1303
ENSG00000059573,530,6048,7402,8178,1842,626,1469,5797
ENSG00000059588,127,1446,1481,2133,326,102,390,2006
ENSG00000059691,179,794,990,1291,366,139,431,1162
ENSG00000059728,82,1014,1073,953,391,95,236,746
ENSG00000059758,345,688,738,522,1328,467,985,451
ENSG00000059769,139,1040,1234,1190,489,139,375,1170
ENSG00000059804,8,201,215,67,80,40,23,38
ENSG00000059915,1,90,92,141,1,1,2,74
ENSG00000060069,63,794,972,767,289,117,185,548
ENSG00000060138,947,9671,10660,12740,2176,686,2525,11215
ENSG00000060140,20,739,825,881,53,34,41,749
ENSG00000060237,582,16231,18082,12939,1855,510,1810,11413
ENSG00000060303,1,1,1,3,3,0,0,4
ENSG00000060339,247,13893,15839,14851,768,233,795,13713
ENSG00000060491,664,1733,2021,2099,1114,418,1537,1385
ENSG00000060558,0,0,0,3,5,0,0,1
ENSG00000060566,6,0,0,0,12,1,25,0
ENSG00000060642,162,713,913,1199,422,185,381,1060
ENSG00000060656,134,2801,3075,1847,302,114,366,1365
ENSG00000060688,498,1907,2293,2586,1139,408,1341,2043
ENSG00000060709,8,2,0,2,15,11,23,1
ENSG00000060718,0,31,41,39,3,2,2,43
ENSG00000060749,948,2904,3448,2878,2698,784,2729,2710
ENSG00000060762,156,757,931,779,425,118,499,642
ENSG00000060971,285,2811,3411,3930,461,160,632,2720
ENSG00000060982,929,57,37,91,2535,730,2620,94
ENSG00000061273,514,1392,1563,1511,1310,551,1178,1178
ENSG00000061337,47,48,35,35,21,17,80,39
ENSG00000061455,20,5,8,9,40,17,63,14
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,32,61,68,40,497,231,82,26
ENSG00000061676,812,7699,8728,6958,2800,859,2161,7002
ENSG00000061794,880,3151,3855,5928,1999,657,2247,5046
ENSG00000061918,158,18,27,23,244,79,500,14
ENSG00000061936,171,3170,3569,2860,500,173,550,2458
ENSG00000061938,68,1530,1650,2787,180,52,232,1661
ENSG00000061987,337,2976,3534,3169,983,361,977,3152
ENSG00000062038,35,4,5,11,88,37,115,7
ENSG00000062096,0,1,0,1,0,0,0,0
ENSG00000062194,456,3873,4443,4630,1190,483,1201,4095
ENSG00000062282,363,491,618,953,942,361,974,582
ENSG00000062370,68,215,245,258,190,59,134,189
ENSG00000062485,1719,11784,13430,17167,4416,1473,4511,13782
ENSG00000062524,0,1,1,7,2,0,0,1
ENSG00000062582,10,17,17,14,15,2,15,11
ENSG00000062598,496,1851,2036,2302,1045,386,1345,1842
ENSG00000062650,121,2145,2567,2378,344,124,319,2241
ENSG00000062716,1961,5376,5727,10583,6293,2038,5563,8125
ENSG00000062725,729,3547,4216,4892,2497,761,1940,4193
ENSG00000062822,170,1103,1335,996,367,117,419,761
ENSG00000063015,0,2,1,5,0,0,0,0
ENSG00000063046,1641,19702,22635,30157,4414,1587,4159,26726
ENSG00000063127,2,134,131,57,1,2,1,50
ENSG00000063169,22,570,651,605,54,23,68,392
ENSG00000063176,80,942,1005,859,255,84,289,655
ENSG00000063177,2347,7623,9133,14662,4726,1858,5792,9268
ENSG00000063180,10,805,738,317,12,12,20,189
ENSG00000063241,623,842,985,1434,827,277,1458,806
ENSG00000063244,1336,11519,13811,14342,2660,909,3327,11517
ENSG00000063245,777,4449,5303,5124,2359,965,2095,3177
ENSG00000063322,128,3439,3959,5468,262,109,415,4561
ENSG00000063438,2,2,2,1,2,2,11,1
ENSG00000063515,0,0,0,0,0,0,0,3
ENSG00000063587,337,1388,1619,1436,724,247,873,1351
ENSG00000063601,565,2157,2390,2382,1677,574,1411,1994
ENSG00000063660,105,660,697,753,232,108,243,425
ENSG00000063761,24,220,217,396,34,10,70,279
ENSG00000063854,23,1610,1766,2346,41,9,74,1237
ENSG00000063978,609,4730,5501,5848,1825,583,1679,4957
ENSG00000064012,253,1592,1976,4221,450,143,641,4504
ENSG00000064042,82,63612,70348,52884,319,87,218,50497
ENSG00000064102,540,3009,3349,3266,1787,605,1592,2975
ENSG00000064115,804,3011,3524,4393,2022,702,2216,3766
ENSG00000064195,24,277,230,36,89,22,63,15
ENSG00000064199,204,1499,1666,2186,541,186,511,1672
ENSG00000064201,0,0,0,0,0,0,0,0
ENSG00000064205,2,2,8,1,22,6,8,0
ENSG00000064218,3,1,1,3,1,1,3,8
ENSG00000064225,241,183,214,5,1234,364,821,4
ENSG00000064270,1,1217,1314,2259,2,1,3,1642
ENSG00000064300,21,0,1,7,36,17,58,3
ENSG00000064309,77,982,1008,470,223,85,231,434
ENSG00000064313,1098,1613,1805,1848,3448,1155,3461,1774
ENSG00000064393,1287,28657,32195,14066,3779,1106,3689,12172
ENSG00000064419,549,3138,3590,4721,1386,498,1546,3953
ENSG00000064489,1,0,1,1,0,0,0,0
ENSG00000064490,98,568,652,1300,123,59,246,713
ENSG00000064545,203,606,656,1237,238,115,558,662
ENSG00000064547,96,426,519,944,284,101,269,604
ENSG00000064601,1822,666,809,1201,4390,1779,5096,885
ENSG00000064607,569,6769,7934,7296,1080,370,1407,6263
ENSG00000064651,424,2076,2548,2169,1485,453,1252,2123
ENSG00000064652,84,308,341,420,239,72,202,389
ENSG00000064655,157,64,74,328,769,247,395,202
ENSG00000064666,246,1450,1497,737,531,190,670,619
ENSG00000064687,33,2212,2563,1697,76,25,71,1203
ENSG00000064692,3,10,6,9,5,4,9,11
ENSG00000064703,528,905,1083,1270,1198,441,1316,1094
ENSG00000064726,670,4606,5100,5281,2208,696,2003,4368
ENSG00000064763,276,91,121,110,827,267,760,126
ENSG00000064787,0,248,324,699,2,0,1,550
ENSG00000064835,0,0,0,0,0,0,0,0
ENSG00000064886,3,1,0,4,26,15,20,4
ENSG00000064932,552,2882,3307,4177,812,341,1347,2885
ENSG00000064933,388,1348,1674,1869,879,320,1049,1886
ENSG00000064961,391,4974,5424,7324,1133,451,1009,5530
ENSG00000064989,0,43,56,14,2,0,3,14
ENSG00000064995,308,1547,1818,2032,703,234,686,1659
ENSG00000064999,140,1994,2212,2047,324,130,351,1804
ENSG00000065000,424,9393,11110,12241,1255,440,1087,10199
ENSG00000065029,174,1519,1518,1356,377,163,508,918
ENSG00000065054,140,1888,2173,2665,371,155,421,1871
ENSG00000065057,88,276,325,659,100,34,202,311
ENSG00000065060,732,3017,3396,3721,1338,447,1903,3245
ENSG00000065135,810,3452,3972,4125,2877,932,2208,3633
ENSG00000065150,491,5035,6172,7056,1179,337,1356,6723
ENSG00000065154,745,242,198,282,2072,679,1958,258
ENSG00000065183,516,3226,4256,5927,796,248,1251,5345
ENSG00000065243,989,4388,5067,4414,3233,1116,2952,4453
ENSG00000065268,120,589,636,1279,212,84,324,678
ENSG00000065308,168,770,964,1204,441,178,548,1041
ENSG00000065320,15,16,18,55,15,9,32,33
ENSG00000065325,26,154,181,26,89,34,70,31
ENSG00000065328,330,1544,2117,1830,473,170,791,1999
ENSG00000065357,164,448,507,415,547,181,540,276
ENSG00000065361,107,8985,10376,10348,203,102,261,8508
ENSG00000065371,0,0,0,0,1,0,0,0
ENSG00000065413,58,261,293,391,175,56,169,341
ENSG00000065427,197,6037,7400,8935,409,131,571,7810
ENSG00000065457,144,933,1180,1390,211,74,417,1313
ENSG00000065485,125,1835,1961,2423,319,132,318,1992
ENSG00000065491,99,770,835,900,266,96,314,693
ENSG00000065518,925,9655,10642,8526,2309,827,2293,7319
ENSG00000065526,174,4192,4817,4453,434,92,510,3795
ENSG00000065534,77,606,657,201,303,83,314,225
ENSG00000065548,695,5670,6783,7881,1824,558,1938,7757
ENSG00000065559,252,2125,2579,2370,930,285,691,2113
ENSG00000065600,217,849,884,741,365,102,544,565
ENSG00000065609,7,83,102,163,5,1,15,128
ENSG00000065613,238,5286,6057,5961,916,263,778,5896
ENSG00000065615,171,638,715,397,572,183,449,398
ENSG00000065618,20,143,135,50,106,36,57,28
