Gene stable ID,Gene name,Gene type
ENSG00000236505,AL356379.1,unprocessed_pseudogene
ENSG00000112818,MEP1A,protein_coding
ENSG00000099812,MISP,protein_coding
ENSG00000270382,AL109918.2,processed_pseudogene
ENSG00000233910,GTF2F2P2,processed_pseudogene
ENSG00000242375,AL590705.3,lncRNA
ENSG00000165970,SLC6A5,protein_coding
ENSG00000254633,AL512590.2,transcribed_unitary_pseudogene
ENSG00000224451,ATP5PBP1,processed_pseudogene
ENSG00000142733,MAP3K6,protein_coding
ENSG00000254292,IGKV2D-14,IG_V_pseudogene
ENSG00000102796,DHRS12,protein_coding
ENSG00000266993,AL050343.2,lncRNA
ENSG00000276566,IGKV1D-13,IG_V_gene
ENSG00000112039,FANCE,protein_coding
ENSG00000197816,CCDC180,protein_coding
ENSG00000236973,GAPDHP51,processed_pseudogene
ENSG00000278857,IGKV1D-12,IG_V_gene
ENSG00000277973,AL138828.2,processed_pseudogene
ENSG00000213111,COX5BP2,transcribed_processed_pseudogene
ENSG00000211632,IGKV3D-11,IG_V_gene
ENSG00000250761,AC093305.1,lncRNA
ENSG00000272175,AL050343.3,lncRNA
ENSG00000237596,AL138828.1,lncRNA
ENSG00000253906,IGKV2D-10,IG_V_pseudogene
ENSG00000287789,AL158136.1,lncRNA
ENSG00000116497,S100PBP,protein_coding
ENSG00000230604,TSEN15P2,processed_pseudogene
ENSG00000211633,IGKV1D-42,IG_V_gene
ENSG00000177432,NAP1L5,protein_coding
ENSG00000284636,AC073648.6,unprocessed_pseudogene
ENSG00000225550,OR2J2,protein_coding
ENSG00000287241,AL359511.3,lncRNA
ENSG00000271057,AC073648.5,processed_pseudogene
ENSG00000251313,AC073648.4,processed_pseudogene
ENSG00000211808,TRAV8-7,TR_V_gene
ENSG00000151304,SRFBP1,protein_coding
ENSG00000226799,CR936918.1,lncRNA
ENSG00000138641,HERC3,protein_coding
ENSG00000211809,TRAV27,TR_V_gene
ENSG00000230754,OR2U2P,unprocessed_pseudogene
ENSG00000272473,AC006273.1,lncRNA
ENSG00000237690,CR936918.2,unprocessed_pseudogene
ENSG00000267530,LINC01836,lncRNA
ENSG00000229284,MUCL3,protein_coding
ENSG00000229456,RLIMP1,processed_pseudogene
ENSG00000236927,OR14J1,protein_coding
ENSG00000231364,LINC01712,lncRNA
ENSG00000150907,FOXO1,protein_coding
ENSG00000232497,ADIPOR1P1,processed_pseudogene
ENSG00000230541,HCG21,lncRNA
ENSG00000236777,AL157831.1,processed_pseudogene
ENSG00000233904,HLA-E,protein_coding
ENSG00000113083,LOX,protein_coding
ENSG00000274957,KIR2DS4,protein_coding
ENSG00000230505,OR10C1,protein_coding
ENSG00000230710,LINC00332,lncRNA
ENSG00000171408,PDE7B,protein_coding
ENSG00000278614,KIR2DP1,unprocessed_pseudogene
ENSG00000186204,CYP4F12,protein_coding
ENSG00000229181,OR12D3,lncRNA
ENSG00000288542,AL133318.1,lncRNA
ENSG00000275593,KIR3DP1,transcribed_unprocessed_pseudogene
ENSG00000271429,RPL17P51,processed_pseudogene
ENSG00000232289,OR11A1,protein_coding
ENSG00000278430,KIR2DL4,protein_coding
ENSG00000215483,LINC00598,lncRNA
ENSG00000139668,WDFY2,protein_coding
ENSG00000106144,CASP2,protein_coding
ENSG00000242289,OR5V1,lncRNA
ENSG00000220685,AL139094.1,processed_pseudogene
ENSG00000232101,AC108059.3,processed_pseudogene
ENSG00000134684,YARS1,protein_coding
ENSG00000229173,AC108059.2,processed_pseudogene
ENSG00000288548,AL035653.1,lncRNA
ENSG00000170476,MZB1,protein_coding
ENSG00000219607,PPP1R3G,protein_coding
ENSG00000130363,RSPH3,protein_coding
ENSG00000249368,AC103851.1,processed_pseudogene
ENSG00000258835,TRAV28,TR_V_pseudogene
ENSG00000127946,HIP1,protein_coding
ENSG00000233896,PDYN-AS1,lncRNA
ENSG00000186009,ATP4B,protein_coding
ENSG00000251246,AL691442.2,protein_coding
ENSG00000264350,SNRPGP2,processed_pseudogene
ENSG00000146477,SLC22A3,protein_coding
ENSG00000283613,AC090897.2,unitary_pseudogene
ENSG00000214695,NPAP1P2,processed_pseudogene
ENSG00000143590,EFNA3,protein_coding
ENSG00000287786,AC113615.2,lncRNA
ENSG00000167333,TRIM68,protein_coding
ENSG00000216809,AL589993.1,processed_pseudogene
ENSG00000101327,PDYN,protein_coding
ENSG00000233972,RPL32P1,processed_pseudogene
ENSG00000181215,C4orf50,protein_coding
ENSG00000285122,PIGY-DT,lncRNA
ENSG00000264564,AC090897.1,processed_pseudogene
ENSG00000281106,TMEM272,protein_coding
ENSG00000267428,AC091135.1,unprocessed_pseudogene
ENSG00000229295,HLA-DPB1,protein_coding
ENSG00000249755,AC083829.1,processed_pseudogene
ENSG00000288484,AC091135.2,unprocessed_pseudogene
ENSG00000287542,AC098582.1,protein_coding
ENSG00000121691,CAT,protein_coding
ENSG00000271913,AL035530.2,lncRNA
ENSG00000178690,DYNAP,protein_coding
ENSG00000284684,AC092442.1,protein_coding
ENSG00000231856,AL162377.1,lncRNA
ENSG00000286313,AL360178.1,lncRNA
ENSG00000152969,JAKMIP1,protein_coding
ENSG00000243364,EFNA4,protein_coding
ENSG00000288054,AL360178.2,lncRNA
ENSG00000261068,AL512274.1,lncRNA
ENSG00000271466,CICP24,processed_pseudogene
ENSG00000285444,AL162377.3,protein_coding
ENSG00000233848,AL513188.1,lncRNA
ENSG00000226861,AL390835.1,lncRNA
ENSG00000234995,AC013429.2,processed_pseudogene
ENSG00000144199,FAHD2B,protein_coding
ENSG00000140521,POLG,protein_coding
ENSG00000145996,CDKAL1,protein_coding
ENSG00000122779,TRIM24,protein_coding
ENSG00000255883,FUNDC2P1,processed_pseudogene
ENSG00000188112,C6orf132,protein_coding
ENSG00000167525,PROCA1,protein_coding
ENSG00000171195,MUC7,protein_coding
ENSG00000225344,AL035252.2,processed_pseudogene
ENSG00000286472,AL035252.6,lncRNA
ENSG00000124205,EDN3,protein_coding
ENSG00000250844,USP17L18,protein_coding
ENSG00000249310,APOBEC3B-AS1,lncRNA
ENSG00000128383,APOBEC3A,protein_coding
ENSG00000105401,CDC37,protein_coding
ENSG00000213071,LPAL2,transcribed_unprocessed_pseudogene
ENSG00000277175,KIR3DL1,protein_coding
ENSG00000211810,TRAV29DV5,TR_V_gene
ENSG00000249104,USP17L17,protein_coding
ENSG00000224478,AL356417.1,lncRNA
ENSG00000237076,AL035706.1,lncRNA
ENSG00000233008,LINC01725,lncRNA
ENSG00000223823,LINC01342,lncRNA
ENSG00000227551,USP17L12,protein_coding
ENSG00000285492,AL356417.3,lncRNA
ENSG00000163001,CFAP36,protein_coding
ENSG00000257524,AL157935.3,protein_coding
ENSG00000164691,TAGAP,protein_coding
ENSG00000142484,TM4SF5,protein_coding
ENSG00000249811,USP17L21,protein_coding
ENSG00000179750,APOBEC3B,protein_coding
ENSG00000277013,AC008556.1,lncRNA
ENSG00000225832,AL035090.1,processed_pseudogene
ENSG00000235780,USP17L27,protein_coding
ENSG00000224827,LINC00265-2P,processed_pseudogene
ENSG00000231051,USP17L28,protein_coding
ENSG00000100104,SRRD,protein_coding
ENSG00000249491,EGFLAM-AS1,lncRNA
ENSG00000227140,USP17L5,protein_coding
ENSG00000272835,SMDT1,protein_coding
ENSG00000248234,AC091839.1,processed_pseudogene
ENSG00000278061,MT2P1,processed_pseudogene
ENSG00000270282,AL096855.2,processed_pseudogene
ENSG00000248730,EGFLAM-AS4,lncRNA
ENSG00000232399,USP17L13,protein_coding
ENSG00000182631,RXFP3,protein_coding
ENSG00000224315,RPL7P7,processed_pseudogene
ENSG00000248572,EGFLAM-AS2,lncRNA
ENSG00000226545,AL357552.2,unprocessed_pseudogene
ENSG00000258759,AL049779.2,processed_pseudogene
ENSG00000271697,AL049779.3,processed_pseudogene
ENSG00000286866,AC006063.3,lncRNA
ENSG00000177350,RPL13AP3,transcribed_processed_pseudogene
ENSG00000223445,RPL6P21,processed_pseudogene
ENSG00000287835,AC006063.4,lncRNA
ENSG00000072121,ZFYVE26,protein_coding
ENSG00000258784,AL355773.1,lncRNA
ENSG00000249482,USP17L14P,unprocessed_pseudogene
ENSG00000065989,PDE4A,protein_coding
ENSG00000103126,AXIN1,protein_coding
ENSG00000142599,RERE,protein_coding
ENSG00000248920,USP17L19,protein_coding
ENSG00000197614,MFAP5,protein_coding
ENSG00000273069,AC211433.2,lncRNA
ENSG00000279005,AC211433.3,TEC
ENSG00000073598,FNDC8,protein_coding
ENSG00000130762,ARHGEF16,protein_coding
ENSG00000226032,AL035530.1,lncRNA
ENSG00000228856,USP17L30,protein_coding
ENSG00000100109,TFIP11,protein_coding
ENSG00000132664,POLR3F,protein_coding
ENSG00000111262,KCNA1,protein_coding
ENSG00000265808,SEC22B,protein_coding
ENSG00000282355,CARS-AS1,lncRNA
ENSG00000163612,FAM86KP,unprocessed_pseudogene
ENSG00000124275,MTRR,protein_coding
ENSG00000278191,CARS1,protein_coding
ENSG00000228163,HLA-DPA1,protein_coding
ENSG00000249319,AC068533.4,protein_coding
ENSG00000229579,USP17L26,protein_coding
ENSG00000073536,NLE1,protein_coding
ENSG00000223804,AC244669.1,transcribed_unprocessed_pseudogene
ENSG00000256654,AC005906.2,lncRNA
ENSG00000216775,AL109918.1,transcribed_unprocessed_pseudogene
ENSG00000274642,AC244669.2,unprocessed_pseudogene
ENSG00000204437,CTSLP6,unprocessed_pseudogene
ENSG00000250231,USP17L16P,unprocessed_pseudogene
ENSG00000241258,CRCP,protein_coding
ENSG00000221844,DPP3P2,processed_pseudogene
ENSG00000227397,AC079355.2,processed_pseudogene
ENSG00000233136,USP17L11,protein_coding
ENSG00000226990,AC025946.1,lncRNA
ENSG00000286840,AL451127.2,lncRNA
ENSG00000286506,FP325317.2,transcribed_unprocessed_pseudogene
ENSG00000277737,FP325317.1,unprocessed_pseudogene
ENSG00000232590,AL451127.1,lncRNA
ENSG00000236701,AL512594.1,processed_pseudogene
ENSG00000288075,AC108519.1,lncRNA
ENSG00000224006,AL645935.2,unprocessed_pseudogene
ENSG00000260055,HLA-P,unprocessed_pseudogene
ENSG00000249987,RPS4XP20,processed_pseudogene
ENSG00000281417,AC236040.3,processed_pseudogene
ENSG00000145217,SLC26A1,protein_coding
ENSG00000239253,RPS4XP23,processed_pseudogene
ENSG00000280750,AL021878.3,lncRNA
ENSG00000284513,AC006063.2,lncRNA
ENSG00000233935,AL669813.2,unprocessed_pseudogene
ENSG00000248933,USP17L22,protein_coding
ENSG00000241880,RPL23AP1,transcribed_processed_pseudogene
ENSG00000279791,AC018892.3,TEC
ENSG00000287526,AC016587.1,lncRNA
ENSG00000227956,HCG4B,unprocessed_pseudogene
ENSG00000273397,NDUFA6,protein_coding
ENSG00000226152,AL671561.2,unprocessed_pseudogene
ENSG00000248792,LINC00266-2P,unprocessed_pseudogene
ENSG00000234681,HCG4P8,unprocessed_pseudogene
ENSG00000249767,ENPP7P10,unprocessed_pseudogene
ENSG00000233740,CICP2,processed_pseudogene
ENSG00000108958,AC130689.1,processed_pseudogene
ENSG00000224859,ZNRD1,protein_coding
ENSG00000251694,USP17L9P,unprocessed_pseudogene
ENSG00000132872,SYT4,protein_coding
ENSG00000132383,RPA1,protein_coding
ENSG00000279274,AC012005.1,processed_pseudogene
ENSG00000250913,USP17L23,protein_coding
ENSG00000287800,ABBA01045074.2,processed_pseudogene
ENSG00000280821,AC236040.2,lncRNA
ENSG00000286916,ABBA01045074.1,processed_pseudogene
ENSG00000250745,USP17L20,protein_coding
ENSG00000272532,CYP2D6,polymorphic_pseudogene
ENSG00000277598,BX088702.1,processed_pseudogene
ENSG00000127415,IDUA,protein_coding
ENSG00000234399,RBMY2XP,unprocessed_pseudogene
ENSG00000223569,USP17L15,protein_coding
ENSG00000278821,KIR2DL1,protein_coding
ENSG00000181649,PHLDA2,protein_coding
ENSG00000229924,FAM90A26,protein_coding
ENSG00000279996,AC004491.1,TEC
ENSG00000223601,EBLN1,protein_coding
ENSG00000232264,USP17L24,protein_coding
ENSG00000134153,EMC7,protein_coding
ENSG00000260205,AL157831.2,lncRNA
ENSG00000227462,PSME2P6,processed_pseudogene
ENSG00000100351,GRAP2,protein_coding
ENSG00000270392,PFN1P2,transcribed_processed_pseudogene
ENSG00000119655,NPC2,protein_coding
ENSG00000286832,AL157831.3,lncRNA
ENSG00000270231,NBPF8,transcribed_unprocessed_pseudogene
ENSG00000287972,AC073648.7,lncRNA
ENSG00000279631,AL158211.5,TEC
ENSG00000261671,AL158211.1,lncRNA
ENSG00000231637,USP17L29,protein_coding
ENSG00000278933,AC022743.1,TEC
ENSG00000267716,AC083760.1,processed_pseudogene
ENSG00000205946,USP17L6P,unprocessed_pseudogene
ENSG00000233318,RPL31P45,processed_pseudogene
ENSG00000223368,AL513124.1,processed_pseudogene
ENSG00000250342,SNRPCP16,processed_pseudogene
ENSG00000234797,RPS3AP6,processed_pseudogene
ENSG00000230430,USP17L25,protein_coding
ENSG00000265374,LINC01908,lncRNA
ENSG00000286495,AC092079.2,lncRNA
ENSG00000285725,AC004967.2,lncRNA
ENSG00000284627,AC079781.4,transcribed_unprocessed_pseudogene
ENSG00000259601,AC092079.1,processed_pseudogene
ENSG00000231812,SNRPCP9,processed_pseudogene
ENSG00000183444,OR7E38P,unprocessed_pseudogene
ENSG00000259573,NMNAT1P5,processed_pseudogene
ENSG00000237818,RPS3AP29,processed_pseudogene
ENSG00000243094,AC079203.1,processed_pseudogene
ENSG00000267112,AC098848.1,lncRNA
ENSG00000267311,AC007673.1,lncRNA
ENSG00000226744,AC005326.1,processed_pseudogene
ENSG00000273194,OLA1P1,processed_pseudogene
ENSG00000231396,USP17L10,protein_coding
ENSG00000267524,RPSAP57,processed_pseudogene
ENSG00000232032,AC079781.2,processed_pseudogene
ENSG00000240268,MOXD2P,transcribed_unprocessed_pseudogene
ENSG00000280613,NDUFA6-DT,lncRNA
ENSG00000238228,OR7E7P,unprocessed_pseudogene
ENSG00000274058,TMPRSS11E,protein_coding
ENSG00000287656,AL591069.1,lncRNA
ENSG00000041353,RAB27B,protein_coding
ENSG00000231859,AC079781.1,processed_pseudogene
ENSG00000267337,LINC01478,lncRNA
ENSG00000101347,SAMHD1,protein_coding
ENSG00000186532,SMYD4,protein_coding
ENSG00000243554,AC004967.1,transcribed_unprocessed_pseudogene
ENSG00000198755,RPL10A,protein_coding
ENSG00000242580,IGKV1D-43,IG_V_gene
ENSG00000238015,AC104837.2,processed_pseudogene
ENSG00000284707,AC079781.5,lncRNA
ENSG00000250268,ALG1L14P,unprocessed_pseudogene
ENSG00000285870,AC012673.1,lncRNA
ENSG00000239819,IGKV1D-8,IG_V_gene
ENSG00000235400,AC104837.1,processed_pseudogene
ENSG00000228325,IGKV3D-7,IG_V_gene
ENSG00000232097,AC079781.3,processed_pseudogene
ENSG00000235596,PPIAP9,processed_pseudogene
ENSG00000206463,MUC21,protein_coding
ENSG00000257884,AL512310.8,transcribed_processed_pseudogene
ENSG00000274649,AL512624.1,processed_pseudogene
ENSG00000259069,AL512310.10,lncRNA
ENSG00000070669,ASNS,protein_coding
ENSG00000258223,PRSS58,protein_coding
ENSG00000273558,AL512310.11,lncRNA
ENSG00000279735,AC124312.4,TEC
ENSG00000231373,GNA14-AS1,lncRNA
ENSG00000257751,AL512310.6,processed_pseudogene
ENSG00000279050,PWAR1,TEC
ENSG00000269892,AC125494.2,lncRNA
ENSG00000156049,GNA14,protein_coding
ENSG00000278184,NF1P11,unprocessed_pseudogene
ENSG00000155304,HSPA13,protein_coding
ENSG00000287888,AC087463.3,lncRNA
ENSG00000259092,TRAV30,TR_V_gene
ENSG00000236649,PPT2,protein_coding
ENSG00000249048,TRAV31,TR_V_pseudogene
ENSG00000224253,AL669813.1,unprocessed_pseudogene
ENSG00000259905,PWRN1,lncRNA
ENSG00000273639,AL512310.12,lncRNA
ENSG00000258905,TRAV32,TR_V_pseudogene
ENSG00000258812,TRAV33,TR_V_pseudogene
ENSG00000225528,Z82206.1,protein_coding
ENSG00000137403,HLA-F,protein_coding
ENSG00000223827,LINC02569,lncRNA
ENSG00000163293,NIPAL1,protein_coding
ENSG00000229199,AL805909.1,lncRNA
ENSG00000250914,AC139783.2,processed_pseudogene
ENSG00000164175,SLC45A2,protein_coding
ENSG00000101109,STK4,protein_coding
ENSG00000258027,NF1P4,unprocessed_pseudogene
ENSG00000231623,RPL15P4,processed_pseudogene
ENSG00000277899,MLECP1,processed_pseudogene
ENSG00000124279,FASTKD3,protein_coding
ENSG00000276581,SPATA31A5,protein_coding
ENSG00000267573,KRT8P5,processed_pseudogene
ENSG00000227974,HCG22,transcribed_unprocessed_pseudogene
ENSG00000214584,PGGT1BP2,processed_pseudogene
ENSG00000285550,AC110014.1,lncRNA
ENSG00000257395,AL512310.3,lncRNA
ENSG00000145214,DGKQ,protein_coding
ENSG00000279409,AC020658.6,TEC
ENSG00000164188,RANBP3L,protein_coding
ENSG00000279537,AC020658.7,TEC
ENSG00000257493,AL512310.5,unprocessed_pseudogene
ENSG00000255996,AC005906.1,processed_pseudogene
ENSG00000139988,RDH12,protein_coding
ENSG00000260648,AC020658.3,lncRNA
ENSG00000257432,AL512310.4,processed_pseudogene
ENSG00000206461,C6orf15,protein_coding
ENSG00000259558,MESTP2,processed_pseudogene
ENSG00000228248,NUTF2P3,processed_pseudogene
ENSG00000258324,AL512310.9,processed_pseudogene
ENSG00000259288,BUB1B-PAK6,protein_coding
ENSG00000171956,FOXB1,protein_coding
ENSG00000257846,AL512310.7,processed_pseudogene
ENSG00000275490,AC233263.2,unprocessed_pseudogene
ENSG00000171942,OR10H2,protein_coding
ENSG00000270999,IGKV1OR2-118,IG_V_pseudogene
ENSG00000169756,LIMS1,protein_coding
ENSG00000109736,MFSD10,protein_coding
ENSG00000265897,AC233263.1,processed_pseudogene
ENSG00000275628,AL590491.1,transcribed_processed_pseudogene
ENSG00000281904,AC233263.6,lncRNA
ENSG00000242262,AC092597.1,processed_pseudogene
ENSG00000137843,PAK6,protein_coding
ENSG00000230964,AC233266.1,processed_pseudogene
ENSG00000227439,TTTY17B,lncRNA
ENSG00000261600,AC233266.2,lncRNA
ENSG00000133661,SFTPD,protein_coding
ENSG00000258618,RPL21P9,processed_pseudogene
ENSG00000224210,TRIM60P5Y,processed_pseudogene
ENSG00000171053,PATE1,protein_coding
ENSG00000198515,CNGA1,protein_coding
ENSG00000206458,PSORS1C1,protein_coding
ENSG00000274516,FAM74A6,transcribed_processed_pseudogene
ENSG00000278131,AC116050.1,unprocessed_pseudogene
ENSG00000232003,ZNF736P12Y,processed_pseudogene
ENSG00000143429,LSP1P4,transcribed_unprocessed_pseudogene
ENSG00000151461,UPF2,protein_coding
ENSG00000172967,XKR3,protein_coding
ENSG00000235412,TTTY4B,lncRNA
ENSG00000165898,ISCA2,protein_coding
ENSG00000206460,CDSN,protein_coding
ENSG00000278485,AL590491.3,processed_pseudogene
ENSG00000287404,AL451080.1,lncRNA
ENSG00000276422,AL590491.2,lncRNA
ENSG00000227089,AL031767.1,lncRNA
ENSG00000214732,AL096814.1,protein_coding
ENSG00000255247,NECTIN1-AS1,lncRNA
ENSG00000215217,C5orf49,protein_coding
ENSG00000242600,MBL1P,transcribed_unitary_pseudogene
ENSG00000231358,AL355516.1,lncRNA
ENSG00000206459,PSORS1C2,protein_coding
ENSG00000278052,AC104985.2,lncRNA
ENSG00000226250,LINC00408,lncRNA
ENSG00000287363,GUCA1A,protein_coding
ENSG00000110400,NECTIN1,protein_coding
ENSG00000235924,ZNRF2P3,processed_pseudogene
ENSG00000283913,AL512662.2,lncRNA
ENSG00000122691,TWIST1,protein_coding
ENSG00000261578,AP003119.3,lncRNA
ENSG00000273372,SFTPD-AS1,lncRNA
ENSG00000280259,AL512662.1,TEC
ENSG00000283101,BMS1P21,transcribed_unprocessed_pseudogene
ENSG00000174827,PDZK1,protein_coding
ENSG00000232821,AC003986.2,lncRNA
ENSG00000230930,COL11A2,protein_coding
ENSG00000229125,OR2H1,protein_coding
ENSG00000048545,GUCA1A,protein_coding
ENSG00000258769,RAP1AP,processed_pseudogene
ENSG00000286368,AL031767.2,lncRNA
ENSG00000229027,HSFY1P1,transcribed_unprocessed_pseudogene
ENSG00000273777,CEACAM20,protein_coding
ENSG00000280989,LINC00581,lncRNA
ENSG00000234121,GPM6BP3,processed_pseudogene
ENSG00000283535,AC007064.4,unprocessed_pseudogene
ENSG00000281547,UGT2B29P,unprocessed_pseudogene
ENSG00000105640,RPL18A,protein_coding
ENSG00000237835,AC007064.3,processed_pseudogene
ENSG00000220248,ZNF402P,processed_pseudogene
ENSG00000231754,AL512380.1,lncRNA
ENSG00000237689,AC007064.2,lncRNA
ENSG00000197428,OR51D1,protein_coding
ENSG00000272088,AL512413.1,lncRNA
ENSG00000145244,CORIN,protein_coding
ENSG00000286364,AL512308.1,lncRNA
ENSG00000228122,MTND1P17,processed_pseudogene
ENSG00000196663,TECPR2,protein_coding
ENSG00000272141,AL390719.2,lncRNA
ENSG00000277132,UGT2B15,protein_coding
ENSG00000221995,TIAF1,protein_coding
ENSG00000138944,SHISAL1,protein_coding
ENSG00000238225,CRIP1P2,processed_pseudogene
ENSG00000124766,SOX4,protein_coding
ENSG00000283480,AL512380.2,lncRNA
ENSG00000180229,HERC2P3,transcribed_unprocessed_pseudogene
ENSG00000279192,PWAR5,TEC
ENSG00000236536,AC003986.3,lncRNA
ENSG00000166323,C11orf65,protein_coding
ENSG00000241061,RPL5P1,processed_pseudogene
ENSG00000231707,PABPC1P1,processed_pseudogene
ENSG00000271278,ELOCP33,processed_pseudogene
ENSG00000146618,FERD3L,protein_coding
ENSG00000229533,AC003986.1,lncRNA
ENSG00000250568,AC098591.3,processed_pseudogene
ENSG00000254899,BX248516.1,protein_coding
ENSG00000136872,ALDOB,protein_coding
ENSG00000254561,AP003393.1,lncRNA
ENSG00000267360,AC012309.1,protein_coding
ENSG00000233462,RPL7AP7,processed_pseudogene
ENSG00000121892,PDS5A,protein_coding
ENSG00000224118,AL671561.1,unprocessed_pseudogene
ENSG00000182405,PGBD4,protein_coding
ENSG00000228912,IFITM4P,processed_pseudogene
ENSG00000283155,AC116353.5,lncRNA
ENSG00000224078,SNHG14,lncRNA
ENSG00000226841,MCCD1,protein_coding
ENSG00000223352,HLA-U,unprocessed_pseudogene
ENSG00000205857,NANOGNB,protein_coding
ENSG00000231998,MCCD1P1,unprocessed_pseudogene
ENSG00000145819,ARHGAP26,protein_coding
ENSG00000267672,AC010632.2,lncRNA
ENSG00000236579,HCG9,lncRNA
ENSG00000226686,LINC01535,lncRNA
ENSG00000281154,AC019173.1,unprocessed_pseudogene
ENSG00000228245,DDX39B-AS1,lncRNA
ENSG00000235340,MCCD1P2,unprocessed_pseudogene
ENSG00000220771,BOLA2P3,processed_pseudogene
ENSG00000151849,CENPJ,protein_coding
ENSG00000113108,APBB3,protein_coding
ENSG00000230238,HLA-V,transcribed_unprocessed_pseudogene
ENSG00000234920,ATP6V1G2,protein_coding
ENSG00000179546,HTR1D,protein_coding
ENSG00000223838,AC007091.1,lncRNA
ENSG00000231237,OR6K1P,unprocessed_pseudogene
ENSG00000280740,AC226496.4,unprocessed_pseudogene
ENSG00000228220,HLA-J,transcribed_unprocessed_pseudogene
ENSG00000187288,CIDEC,protein_coding
ENSG00000105849,TWISTNB,protein_coding
ENSG00000133477,FAM83F,protein_coding
ENSG00000177427,MIEF2,protein_coding
ENSG00000211828,TRDJ3,TR_J_gene
ENSG00000267345,AC010632.1,lncRNA
ENSG00000235439,DDX39B,protein_coding
ENSG00000211834,TRAJ57,TR_J_gene
ENSG00000267437,AC012309.2,lncRNA
ENSG00000255967,HADHAP2,processed_pseudogene
ENSG00000211825,TRDJ1,TR_J_gene
ENSG00000228672,PROB1,protein_coding
ENSG00000211816,TRAV38-1,TR_V_gene
ENSG00000251537,AC005324.3,protein_coding
ENSG00000211815,TRAV36DV7,TR_V_gene
ENSG00000197050,ZNF420,protein_coding
ENSG00000102738,MRPS31,protein_coding
ENSG00000211821,TRDV2,TR_V_gene
ENSG00000120057,SFRP5,protein_coding
ENSG00000211831,TRAJ61,TR_J_gene
ENSG00000261202,Z83847.1,lncRNA
ENSG00000259042,AC244502.3,lncRNA
ENSG00000229995,MICG,processed_pseudogene
ENSG00000215381,AL109936.2,processed_pseudogene
ENSG00000211836,TRAJ54,TR_J_gene
ENSG00000188659,SAXO2,protein_coding
ENSG00000232011,HLA-W,unprocessed_pseudogene
ENSG00000221926,TRIM16,protein_coding
ENSG00000211817,TRAV38-2DV8,TR_V_gene
ENSG00000261326,LINC01355,lncRNA
ENSG00000156381,ANKRD9,protein_coding
ENSG00000227356,LINC00866,lncRNA
ENSG00000232331,HLA-K,unprocessed_pseudogene
ENSG00000211812,TRAV26-2,TR_V_gene
ENSG00000149311,ATM,protein_coding
ENSG00000211820,TRAV41,TR_V_gene
ENSG00000158863,FAM160B2,protein_coding
ENSG00000122728,TAF1L,protein_coding
ENSG00000284726,AL109936.8,lncRNA
ENSG00000280626,AC226496.2,unprocessed_pseudogene
ENSG00000237235,TRDD2,TR_D_gene
ENSG00000230516,AL589642.2,lncRNA
ENSG00000211835,TRAJ56,TR_J_gene
ENSG00000230413,HLA-G,protein_coding
ENSG00000275190,UGT2B10,protein_coding
ENSG00000223440,AL589642.1,lncRNA
ENSG00000196171,OR6K2,protein_coding
ENSG00000278313,AC100827.5,unprocessed_pseudogene
ENSG00000256590,TRDV3,TR_V_gene
ENSG00000272716,AL121658.1,lncRNA
ENSG00000211819,TRAV40,TR_V_gene
ENSG00000259783,LINC02259,lncRNA
ENSG00000237545,POLR2LP1,processed_pseudogene
ENSG00000223997,TRDD1,TR_D_gene
ENSG00000260144,AC100827.2,unprocessed_pseudogene
ENSG00000211813,TRAV34,TR_V_gene
ENSG00000196967,ZNF585A,protein_coding
ENSG00000260672,AC100827.4,lncRNA
ENSG00000211829,TRDC,TR_C_gene
ENSG00000111704,NANOG,protein_coding
ENSG00000251450,RASGRF2-AS1,lncRNA
ENSG00000225935,BANF1P5,processed_pseudogene
ENSG00000285089,BX927194.3,lncRNA
ENSG00000211832,TRAJ59,TR_J_gene
ENSG00000274376,ADAMTS7P1,transcribed_unprocessed_pseudogene
ENSG00000250688,TRAJ55,TR_J_pseudogene
ENSG00000211833,TRAJ58,TR_J_gene
ENSG00000233149,GTF2H4,protein_coding
ENSG00000131730,CKMT2,protein_coding
ENSG00000211814,TRAV35,TR_V_pseudogene
ENSG00000173327,MAP3K11,protein_coding
ENSG00000256221,AC244502.2,processed_pseudogene
ENSG00000287701,AC116337.4,lncRNA
ENSG00000211826,TRDJ4,TR_J_gene
ENSG00000138101,DTNB,protein_coding
ENSG00000237358,AC007064.1,processed_pseudogene
ENSG00000117016,RIMS3,protein_coding
ENSG00000211818,TRAV39,TR_V_gene
ENSG00000225480,AC006548.1,processed_pseudogene
ENSG00000239517,AC116337.2,processed_pseudogene
ENSG00000230481,IGKV1OR22-5,IG_V_pseudogene
ENSG00000169242,EFNA1,protein_coding
ENSG00000249856,AC116337.3,lncRNA
ENSG00000249446,TRAJ60,TR_J_pseudogene
ENSG00000182383,RPL27AP5,processed_pseudogene
ENSG00000211827,TRDJ2,TR_J_gene
ENSG00000253691,IGKV2OR22-4,IG_V_pseudogene
ENSG00000196390,AC116337.1,processed_pseudogene
ENSG00000228763,LIMS1-AS1,lncRNA
ENSG00000228985,TRDD3,TR_D_gene
ENSG00000286407,AC004863.1,lncRNA
ENSG00000249157,AC093259.1,processed_pseudogene
ENSG00000253460,IGKV2OR22-3,IG_V_pseudogene
ENSG00000251002,AC244502.1,lncRNA
ENSG00000184303,DRD5P1,processed_pseudogene
ENSG00000226823,SUGT1P1,unprocessed_pseudogene
